customer_id,age,gender,income,region,purchase_amount
153,19,Male,60353.68,"Region V",2631.99
154,54,Male,71875.86,"Region I",3513.27
155,75,Male,86916.41,"Region XII",3630.26
158,53,Male,77901.10,"Region XIII",1169.08
159,72,Male,96865.14,"Region XII",2145.62
162,69,Male,42076.20,"Region III",984.72
164,66,Male,43241.73,"Region IV-B",4283.86
171,73,Male,11511.02,"Region VIII",1064.05
172,78,Male,35942.55,"Region IX",3114.48
173,61,Male,96894.67,"Region I",4766.69
175,34,Male,82606.64,"Region IX",4260.05
176,42,Male,66467.71,"Region VIII",1844.83
179,19,Male,98348.31,"Region III",2376.62
182,48,Male,16598.23,"Region V",4397.84
184,67,Male,27777.97,"Region VIII",2787.91
185,40,Male,85105.39,"Region VIII",2997.19
189,52,Male,31635.85,"Region IX",2978.37
191,27,Male,72186.68,"Region IV-B",3874.68
196,67,Male,26936.13,"Region VII",1395.62
200,32,Male,68213.87,NCR,851.53
205,46,Male,25401.95,"Region XIII",718.84
213,66,Male,14631.85,BARMM,4088.42
217,63,Male,22457.73,"Region XII",4731.93
220,23,Male,32389.35,"Region IV-A",4561.47
221,77,Male,87008.75,"Region XI",2582.34
227,43,Male,31677.18,"Region XIII",3900.34
234,66,Male,76225.56,"Region VIII",4050.51
242,39,Male,94427.80,CAR,3126.63
243,30,Male,68253.81,CAR,2816.50
245,33,Male,37155.65,"Region XII",2284.55
248,68,Male,59471.73,"Region X",4658.94
249,56,Male,75612.90,"Region IX",1204.67
251,34,Male,72163.69,"Region I",3496.47
252,49,Male,86254.05,"Region IV-B",2494.82
253,73,Male,14783.55,"Region XI",4206.82
260,62,Male,94238.23,"Region VIII",1154.58
261,68,Male,32211.44,"Region XI",1327.76
266,36,Male,19851.29,"Region VI",1767.53
270,24,Male,79668.15,"Region II",3605.95
276,31,Male,25178.06,"Region IV-A",1589.43
278,31,Male,85252.10,"Region XII",4359.91
280,72,Male,94379.86,"Region IV-A",3943.19
281,70,Male,52608.03,"Region IV-A",1551.48
282,40,Male,43432.99,BARMM,3936.07
283,27,Male,83975.55,"Region IV-A",1720.10
285,68,Male,62639.12,"Region XII",3304.28
287,50,Male,80352.07,"Region IX",1062.91
289,37,Male,15003.88,"Region IX",1008.20
290,44,Male,92471.37,"Region XII",2681.72
293,44,Male,33134.31,BARMM,4804.22
300,39,Male,87223.75,"Region X",873.91
303,28,Male,45231.92,"Region IV-B",4208.23
304,73,Male,91992.71,"Region II",1226.25
305,50,Male,58684.39,"Region VIII",2991.30
308,31,Male,41605.98,"Region I",3598.08
309,55,Male,64798.96,"Region II",869.08
311,76,Male,84687.72,"Region X",1089.38
312,57,Male,12503.53,"Region VII",3509.44
314,27,Male,94629.55,"Region V",2785.22
320,53,Male,35311.51,"Region XI",795.13
328,47,Male,22861.62,"Region IV-B",2251.73
332,36,Male,31651.26,CAR,3963.48
336,74,Male,89416.78,NCR,2195.40
338,54,Male,64451.16,"Region XI",895.51
343,34,Male,97603.41,"Region IV-B",815.92
344,42,Male,22367.38,"Region XIII",657.85
350,52,Male,40722.66,CAR,2222.57
352,55,Male,91002.19,NCR,2928.06
353,23,Male,85010.90,CAR,4880.89
354,32,Male,20941.76,"Region I",1576.57
360,74,Male,66630.65,"Region IV-A",3530.90
372,41,Male,11548.35,BARMM,4360.65
373,60,Male,22875.86,"Region VII",2514.07
374,51,Male,79093.84,"Region VIII",3526.37
377,38,Male,52710.71,"Region VI",510.35
381,21,Male,86311.70,"Region II",3263.00
382,20,Male,58072.57,"Region III",3724.05
384,54,Male,21509.82,CAR,808.97
385,51,Male,85770.49,"Region IV-A",623.72
387,36,Male,75876.29,"Region IX",1080.76
388,40,Male,28168.93,"Region II",2722.61
391,48,Male,40848.13,"Region II",713.88
392,37,Male,68352.48,"Region XIII",2692.69
399,53,Male,36785.19,"Region XII",2188.55
400,36,Male,12406.40,"Region VII",3785.07
405,21,Male,45783.22,NCR,650.39
407,66,Male,80517.26,"Region XII",4020.70
411,43,Male,19799.10,"Region IV-A",1557.30
412,61,Male,37725.23,"Region III",2672.46
413,35,Male,46859.75,"Region III",1214.93
416,52,Male,78342.06,"Region XIII",1935.72
420,55,Male,63273.42,CAR,3771.51
422,72,Male,81059.65,"Region IX",4532.31
427,57,Male,11827.36,"Region VI",2843.02
432,44,Male,89885.79,"Region IV-A",4711.58
434,54,Male,22867.06,"Region I",2127.55
436,38,Male,54014.47,"Region I",1787.16
437,32,Male,63185.39,"Region XI",1157.09
441,71,Male,84480.84,"Region XII",4246.99
444,74,Male,65044.79,"Region XI",1665.44
447,39,Male,31585.47,"Region V",2539.32
449,23,Male,21726.00,"Region XII",3784.69
451,52,Male,49769.62,"Region I",2097.77
453,21,Male,98687.44,"Region XI",1147.77
454,51,Male,24648.36,"Region IV-A",1035.59
455,23,Male,14078.89,NCR,704.71
456,74,Male,58166.83,"Region XIII",4237.53
458,57,Male,79762.21,"Region V",4339.50
461,35,Male,29326.90,NCR,2469.67
464,25,Male,38830.14,"Region II",4902.82
475,63,Male,60406.73,"Region IV-A",4387.45
476,59,Male,55153.49,"Region VII",2104.20
479,32,Male,52769.00,"Region III",4268.51
481,59,Male,55478.95,"Region II",2812.29
485,50,Male,78432.22,"Region VII",3248.35
488,22,Male,22367.82,"Region VI",4810.74
492,36,Male,73283.08,"Region I",3115.07
493,23,Male,38844.41,"Region VIII",1688.56
494,49,Male,36534.07,BARMM,4898.60
498,69,Male,90718.55,"Region VIII",2693.36
499,39,Male,96338.87,"Region II",673.05
501,19,Male,25271.31,"Region IX",575.66
503,48,Male,67555.48,"Region I",3716.56
504,51,Male,65789.34,"Region IV-A",4404.67
506,64,Male,88677.91,"Region IX",3884.09
507,72,Male,48115.25,"Region V",4884.29
509,20,Male,38930.79,"Region IV-A",3537.73
511,25,Male,51965.65,"Region XII",4055.11
513,67,Male,52528.90,"Region XI",3437.99
514,35,Male,25954.11,"Region XII",3769.83
517,60,Male,30864.86,BARMM,1349.38
520,56,Male,58498.21,"Region XII",2956.01
523,47,Male,38270.69,"Region I",3419.25
525,31,Male,61270.77,"Region I",4500.96
527,66,Male,17019.39,"Region VI",1801.58
534,32,Male,88602.90,"Region V",2738.09
538,77,Male,46182.81,"Region II",4523.47
542,40,Male,19554.41,"Region V",3858.37
545,74,Male,56011.94,"Region XI",2295.83
546,78,Male,33247.07,"Region I",4628.54
549,45,Male,40862.64,"Region III",2471.94
551,18,Male,59102.09,"Region XI",1929.75
557,77,Male,63076.13,NCR,2157.61
560,27,Male,86719.94,CAR,3990.91
561,36,Male,63333.03,CAR,3010.03
562,52,Male,42073.64,"Region X",3779.95
575,64,Male,34883.36,"Region V",2472.06
577,27,Male,89190.76,"Region II",1951.79
578,75,Male,69344.20,BARMM,549.54
579,29,Male,13352.04,"Region XII",529.50
583,33,Male,73747.48,"Region III",1044.82
586,58,Male,73936.61,"Region I",2851.81
590,50,Male,52797.46,"Region IV-A",1796.35
591,62,Male,31490.29,"Region XIII",4694.95
592,30,Male,94392.13,"Region XI",604.43
595,29,Male,18165.66,NCR,4928.51
597,58,Male,87730.98,"Region XI",2682.08
601,59,Male,63213.68,BARMM,842.09
604,62,Male,94645.06,NCR,1664.27
605,49,Male,70355.79,"Region VIII",777.83
606,35,Male,46183.11,"Region XII",4973.52
607,78,Male,91910.90,NCR,1891.77
608,70,Male,64771.88,"Region IV-A",4262.51
609,48,Male,76996.35,BARMM,3619.11
615,47,Male,99079.45,CAR,2381.07
620,32,Male,40432.31,"Region IX",1795.85
622,34,Male,92608.83,"Region I",4935.64
623,71,Male,45895.35,BARMM,3369.12
624,64,Male,87126.53,"Region VIII",2481.62
630,43,Male,92440.20,"Region XII",3338.67
632,26,Male,89277.66,"Region II",2655.97
633,61,Male,96300.10,"Region X",4291.04
636,54,Male,14206.61,"Region X",2820.88
641,31,Male,84474.24,"Region XII",3990.98
650,48,Male,70739.03,"Region IX",2180.19
651,55,Male,34317.03,"Region III",3112.99
652,66,Male,60397.24,"Region II",2526.01
658,70,Male,47414.77,CAR,1107.90
661,65,Male,84538.17,NCR,3870.79
662,22,Male,11088.02,"Region XIII",2925.34
665,50,Male,57428.81,"Region VII",1768.79
666,78,Male,71176.63,BARMM,4814.05
667,24,Male,81118.33,"Region III",922.69
670,44,Male,94163.81,"Region VII",4550.20
672,50,Male,42809.40,"Region III",1175.28
674,67,Male,65145.03,NCR,2054.66
677,20,Male,48428.21,"Region II",3790.05
679,43,Male,47463.80,"Region IX",1264.57
681,48,Male,37572.09,NCR,1613.13
683,73,Male,39136.11,"Region VII",4859.72
691,61,Male,95521.64,"Region X",3688.03
694,67,Male,78742.66,CAR,1125.03
695,49,Male,86961.82,"Region V",3263.29
698,18,Male,44472.16,CAR,1339.14
699,35,Male,86862.24,"Region XII",3437.24
707,28,Male,11084.84,"Region I",3863.57
708,58,Male,30752.95,NCR,2283.28
709,47,Male,86683.49,CAR,4218.89
710,46,Male,66190.62,"Region VI",3735.04
711,22,Male,28198.27,"Region I",971.17
712,52,Male,75061.12,"Region XI",3727.20
715,23,Male,33822.36,"Region V",1693.18
716,18,Male,39802.19,"Region V",1507.05
717,78,Male,79324.33,"Region IV-B",3639.57
721,28,Male,68299.88,"Region VI",3659.06
725,19,Male,87999.37,"Region X",1484.42
732,27,Male,48143.72,"Region VII",3331.04
734,47,Male,23675.27,"Region IV-B",2866.81
735,67,Male,41683.99,"Region IV-A",2447.36
736,45,Male,33615.93,"Region XIII",4398.86
737,71,Male,90208.01,"Region I",4993.03
738,77,Male,41855.88,"Region VIII",4498.03
739,45,Male,69982.66,"Region X",2906.68
740,27,Male,97850.63,NCR,1152.88
741,67,Male,39555.73,"Region II",4622.30
742,25,Male,19922.94,"Region IX",4669.24
743,19,Male,37457.57,"Region IX",3214.37
744,70,Male,27519.16,"Region VI",4815.82
745,51,Male,91152.14,"Region VIII",1580.78
750,38,Male,37279.63,"Region X",3519.00
751,47,Male,26393.37,BARMM,1306.27
754,23,Male,78206.48,"Region XI",3022.60
761,60,Male,37927.98,"Region X",3247.21
763,38,Male,13700.94,"Region I",3908.67
765,73,Male,79345.17,"Region VII",2594.73
766,52,Male,81746.44,"Region IX",747.41
767,62,Male,98681.88,"Region XII",1229.33
771,40,Male,58050.81,"Region IV-A",4477.27
775,67,Male,68369.70,"Region VIII",612.98
779,41,Male,98943.61,"Region III",2026.94
783,69,Male,90665.63,"Region II",2207.37
784,75,Male,65580.50,"Region II",1598.06
785,60,Male,39934.21,"Region XI",4893.52
787,55,Male,37066.81,"Region V",1465.18
788,44,Male,14763.18,NCR,887.24
789,75,Male,43611.64,"Region I",3225.07
790,75,Male,68857.65,"Region IV-B",4579.44
791,45,Male,99406.69,"Region I",3895.66
793,58,Male,80737.16,"Region V",4602.54
801,21,Male,72303.46,BARMM,3650.04
802,45,Male,81304.92,"Region XII",625.44
803,48,Male,23190.91,"Region X",1535.03
805,20,Male,39806.47,"Region IV-B",4814.61
810,22,Male,81308.65,BARMM,2033.30
814,74,Male,66935.04,"Region XIII",3456.88
815,36,Male,72357.06,CAR,2663.54
819,45,Male,18269.53,"Region VIII",3725.43
822,30,Male,65764.16,"Region IV-B",4943.50
825,44,Male,81750.22,"Region XIII",1343.49
831,61,Male,50491.23,"Region III",875.40
835,55,Male,35935.51,"Region IV-B",4797.35
837,63,Male,88378.53,"Region IX",4161.08
840,68,Male,82785.52,"Region III",4497.07
842,40,Male,22086.88,"Region XIII",1501.23
844,51,Male,88690.54,NCR,3404.89
846,56,Male,56170.06,"Region IV-A",835.19
848,46,Male,60216.96,"Region II",2425.33
849,24,Male,68380.48,"Region IX",2299.50
854,46,Male,91827.35,"Region IV-A",4987.69
858,31,Male,26299.31,"Region IV-B",2741.08
859,40,Male,61127.98,"Region XII",2745.00
861,75,Male,31765.72,"Region I",705.88
863,38,Male,98900.47,"Region XIII",3669.47
864,36,Male,24999.49,"Region XI",2693.53
865,59,Male,45895.62,"Region X",2812.30
867,48,Male,84026.54,"Region XIII",926.78
869,66,Male,28092.54,"Region VIII",3240.62
870,45,Male,67113.23,"Region I",4722.67
874,66,Male,81391.37,"Region III",4891.60
877,31,Male,50679.67,"Region II",2902.48
879,27,Male,95480.87,"Region VI",3615.66
880,31,Male,84455.26,"Region III",3655.17
884,66,Male,32529.22,"Region XII",3226.41
887,31,Male,93677.48,"Region IX",3591.19
890,48,Male,58443.90,"Region IX",3667.72
895,33,Male,36652.89,"Region V",2195.68
899,54,Male,49239.00,"Region V",4405.20
911,68,Male,69140.62,"Region II",894.45
917,41,Male,95430.60,CAR,2953.32
920,47,Male,13138.84,"Region XII",1755.76
921,57,Male,44805.32,"Region I",2905.34
922,55,Male,34734.58,"Region IV-A",3820.94
925,71,Male,60399.17,"Region IX",4016.59
926,51,Male,94550.75,"Region X",4625.89
927,66,Male,15269.88,NCR,4718.78
932,32,Male,80551.95,NCR,3649.40
933,67,Male,19413.95,"Region VIII",3787.45
934,31,Male,70754.94,"Region VII",4456.26
935,29,Male,65346.98,BARMM,631.48
936,44,Male,38407.45,"Region II",773.18
939,52,Male,54498.89,"Region IV-B",2008.73
942,21,Male,28009.35,"Region I",1577.27
943,58,Male,34118.11,"Region II",1254.14
944,23,Male,58595.09,"Region II",2253.68
946,55,Male,44274.75,"Region XI",3723.27
947,24,Male,74267.83,"Region VII",3058.05
949,63,Male,94317.99,BARMM,647.80
953,64,Male,22505.75,"Region V",4151.19
955,21,Male,41067.56,"Region V",807.92
956,62,Male,19504.88,"Region IV-B",2564.55
974,53,Male,93256.15,"Region II",2093.60
979,67,Male,39667.21,"Region II",4534.55
980,47,Male,69723.83,"Region VIII",1568.33
981,75,Male,67050.67,"Region XIII",3075.11
982,36,Male,32536.96,"Region I",4956.88
985,65,Male,73099.12,"Region XIII",2134.69
988,60,Male,46538.95,"Region I",2619.23
990,28,Male,92202.01,"Region IV-A",4034.79
991,47,Male,20628.80,"Region VIII",4427.46
992,37,Male,23743.47,"Region IX",764.30
994,55,Male,37143.62,"Region V",1473.84
999,54,Male,86727.15,"Region XII",4080.98
1000,26,Male,32434.06,"Region III",2874.74
1001,36,Male,79781.45,"Region VI",781.01
1007,25,Male,56064.09,NCR,3244.27
1008,19,Male,68925.25,"Region XII",1812.38
1010,54,Male,84630.43,"Region I",1846.55
1012,40,Male,85639.56,"Region IX",3741.86
1014,65,Male,12499.82,"Region XIII",2995.96
1016,19,Male,50924.75,"Region IV-A",2071.97
1017,52,Male,39183.80,NCR,722.51
1019,27,Male,39745.76,"Region II",4734.43
1021,24,Male,67717.65,"Region VIII",1274.91
1033,55,Male,94340.69,"Region II",1848.42
1034,66,Male,76777.69,NCR,4481.76
1037,45,Male,26097.51,BARMM,1773.02
1041,54,Male,39710.73,BARMM,4625.82
1042,37,Male,48202.47,"Region III",1111.25
1043,36,Male,31281.10,"Region VI",3983.92
1044,64,Male,21613.85,"Region IV-B",3003.98
1046,60,Male,51397.43,BARMM,2373.98
1049,67,Male,15784.93,NCR,4643.22
1050,77,Male,63568.60,"Region IX",3138.72
1057,68,Male,20879.42,"Region III",4620.88
1061,22,Male,45957.57,NCR,4742.45
1064,46,Male,79723.53,"Region I",2497.70
1066,19,Male,26899.37,"Region XI",1972.73
1067,62,Male,32536.13,BARMM,1134.34
1069,28,Male,98332.78,"Region VIII",1017.95
1071,47,Male,41667.00,"Region III",1942.02
1076,30,Male,92398.86,"Region III",3301.76
1081,32,Male,77964.71,"Region XIII",1482.42
1085,62,Male,21339.94,"Region XII",4174.83
1088,27,Male,15947.43,"Region V",4567.17
1096,41,Male,69811.24,"Region XII",1457.72
1097,60,Male,36294.22,"Region VIII",1940.52
1099,42,Male,98747.94,"Region II",803.06
1100,70,Male,86150.75,BARMM,2016.53
1102,41,Male,22511.85,"Region XIII",1491.72
1107,21,Male,77276.47,"Region I",3264.92
1113,38,Male,82226.59,"Region VI",1200.81
1117,43,Male,52826.73,"Region XIII",1588.76
1120,63,Male,13927.40,"Region V",1006.83
1121,23,Male,69493.95,"Region X",4078.45
1124,70,Male,43302.95,"Region III",1791.98
1131,66,Male,48162.15,"Region VIII",4272.87
1134,41,Male,49614.85,"Region III",4714.72
1143,47,Male,95570.62,"Region VI",3480.37
1146,20,Male,41014.47,"Region XII",1187.64
1148,47,Male,83864.12,"Region XIII",1492.43
1149,26,Male,11902.16,"Region III",1139.24
1152,73,Male,12417.68,"Region IX",1617.02
1155,42,Male,89044.33,"Region IV-A",944.11
1159,36,Male,71932.26,"Region VI",1942.09
1160,76,Male,79286.28,"Region V",4787.55
1164,47,Male,92487.22,"Region IV-B",1097.11
1169,33,Male,41459.24,"Region IX",1873.97
1171,74,Male,64144.13,"Region II",1181.84
1173,75,Male,94742.49,"Region II",2019.79
1177,47,Male,71007.78,"Region X",2968.70
1178,68,Male,51961.97,"Region X",2164.86
1182,26,Male,10646.63,"Region II",4789.68
1183,60,Male,57025.37,"Region IX",3632.50
1186,64,Male,40878.20,"Region IV-A",3523.71
1188,44,Male,29218.01,"Region X",1071.01
1189,37,Male,80797.52,"Region VI",643.53
1192,44,Male,12493.39,"Region XIII",2981.71
1199,57,Male,67526.42,"Region III",2018.33
1201,39,Male,67683.29,"Region XI",549.84
1202,25,Male,21402.85,"Region X",1754.60
1205,24,Male,10988.11,"Region III",1817.09
1206,36,Male,83843.65,"Region IX",4217.93
1208,29,Male,18182.04,"Region V",657.73
1210,62,Male,70646.50,"Region XII",1298.24
1211,43,Male,80218.15,"Region III",4966.37
1214,20,Male,60455.00,"Region XI",2090.98
1222,48,Male,58970.54,CAR,4272.28
1223,43,Male,89872.23,"Region IV-A",679.22
1224,37,Male,42859.25,NCR,1001.00
1226,20,Male,38490.17,"Region IV-A",3659.96
1227,73,Male,56896.95,"Region V",3887.99
1230,25,Male,54942.95,BARMM,2441.18
1233,45,Male,58003.74,"Region I",566.57
1234,35,Male,22134.80,"Region IX",4847.10
1237,39,Male,43691.02,"Region VIII",4554.97
1238,59,Male,83892.58,"Region VII",2401.31
1239,20,Male,54672.65,"Region VI",4962.62
1240,46,Male,63633.18,"Region IV-B",1138.44
1241,18,Male,24956.72,"Region X",930.69
1242,57,Male,47479.12,"Region III",856.18
1244,21,Male,49924.51,"Region XII",4557.89
1247,30,Male,87544.01,"Region V",2991.44
1250,56,Male,63141.82,NCR,2803.90
1251,72,Male,58667.35,BARMM,1391.58
1252,29,Male,80777.54,CAR,1411.12
1260,34,Male,77925.02,"Region XII",4588.46
1263,46,Male,62093.53,"Region IV-A",3868.71
1265,28,Male,46554.98,"Region VI",1579.84
1266,39,Male,12698.48,CAR,2596.03
1272,69,Male,66601.48,NCR,2145.42
1273,42,Male,65087.82,"Region VII",4912.76
1276,33,Male,80445.28,BARMM,3228.26
1279,29,Male,68587.72,"Region VI",3486.20
1280,48,Male,85599.22,"Region IV-B",2414.22
1281,62,Male,35380.66,"Region I",3941.60
1284,63,Male,10713.15,"Region III",2379.97
1286,41,Male,22655.66,"Region XIII",1157.07
1292,65,Male,73358.71,"Region VI",1832.64
1304,38,Male,72015.85,NCR,890.14
1311,67,Male,15830.67,"Region V",4550.16
1314,18,Male,94299.84,CAR,3800.05
1317,27,Male,55778.60,BARMM,1932.65
1318,36,Male,57783.08,"Region IV-B",2247.90
1321,47,Male,89219.75,"Region VIII",1941.40
1322,39,Male,21199.73,"Region XIII",1679.66
1324,29,Male,76899.31,BARMM,2747.53
1327,51,Male,55755.25,"Region V",3685.76
1328,65,Male,98011.00,CAR,3112.88
1329,40,Male,73604.39,NCR,879.35
1334,70,Male,84022.31,"Region XII",4350.45
1336,75,Male,70918.43,CAR,2003.55
1339,45,Male,82073.89,"Region IV-A",1443.65
1341,39,Male,77990.74,"Region III",1153.23
1345,65,Male,27511.15,"Region IX",3446.65
1346,45,Male,76158.10,NCR,4276.50
1349,24,Male,84280.57,"Region V",4057.11
1350,28,Male,12550.87,"Region XI",4760.40
1352,67,Male,67288.28,"Region I",4231.10
1353,18,Male,98926.37,"Region XIII",3319.51
1355,23,Male,48209.95,"Region IX",1592.19
1362,34,Male,77033.87,"Region XI",3712.23
1365,41,Male,55834.64,"Region I",1308.90
1366,62,Male,75860.30,CAR,1725.39
1370,34,Male,28509.96,NCR,2411.95
1376,26,Male,78723.80,CAR,1639.78
1379,55,Male,39496.78,"Region VII",3899.29
1382,72,Male,53008.59,"Region III",4895.15
1383,28,Male,91026.50,"Region III",3077.20
1387,30,Male,12999.61,"Region XI",4199.92
1391,61,Male,94063.02,"Region VIII",1893.51
1392,38,Male,45075.77,CAR,1921.33
1396,19,Male,49719.84,"Region IV-A",1379.66
1398,36,Male,72606.53,"Region VI",2553.92
1402,58,Male,76962.48,"Region III",1048.06
1404,44,Male,87358.87,"Region VIII",2368.69
1405,74,Male,24862.79,"Region III",3922.57
1407,25,Male,12579.25,"Region XIII",2376.54
1409,20,Male,91176.59,"Region XIII",4228.56
1412,22,Male,59669.35,"Region IV-A",4287.40
1414,26,Male,88351.17,"Region VII",1620.82
1416,21,Male,20392.07,"Region IV-B",3480.79
1420,68,Male,38632.50,"Region I",3430.05
1431,70,Male,54731.01,"Region XII",3722.21
1432,47,Male,84221.96,BARMM,1626.31
1433,43,Male,23983.88,"Region VII",1430.39
1434,39,Male,96433.42,"Region II",551.57
1436,42,Male,86732.09,"Region II",3245.57
1440,32,Male,84980.91,"Region XII",3922.98
1441,19,Male,41878.38,"Region XIII",2548.49
1453,35,Male,21075.26,NCR,3629.43
1455,53,Male,22152.20,"Region I",2056.64
1459,29,Male,97795.62,BARMM,4359.50
1460,37,Male,50980.51,NCR,3682.08
1461,30,Male,63795.15,"Region XII",2528.86
1463,31,Male,20458.59,CAR,1493.89
1465,49,Male,26163.93,"Region V",4145.61
1467,69,Male,97282.93,"Region VII",4324.36
1468,37,Male,65904.20,"Region I",4894.93
1470,27,Male,49939.14,"Region IX",4999.17
1471,18,Male,29545.33,"Region XIII",597.44
1473,78,Male,40053.76,"Region VI",2190.12
1474,36,Male,65547.56,"Region XI",661.58
1475,23,Male,28565.09,"Region X",736.80
1476,50,Male,67477.64,"Region V",1902.69
1478,73,Male,95295.15,"Region IV-A",4257.47
1481,20,Male,68322.42,"Region XI",4835.28
1482,75,Male,71376.18,"Region VI",2578.79
1484,61,Male,42883.77,"Region VI",2592.28
1485,40,Male,84254.71,"Region VII",2295.67
1490,54,Male,65810.15,"Region XII",2379.49
1493,47,Male,79387.15,"Region X",2049.34
1497,63,Male,53880.46,BARMM,2798.36
1502,70,Male,12027.55,"Region X",3711.89
1509,58,Male,72270.17,NCR,1059.39
1516,58,Male,90124.77,"Region XIII",4889.42
1517,38,Male,60515.55,"Region V",3420.70
1519,63,Male,62637.04,"Region V",2129.42
1523,61,Male,90728.71,"Region XII",3010.59
1526,21,Male,57194.06,"Region II",2643.26
1528,75,Male,12250.13,"Region VIII",4748.16
1529,68,Male,66816.44,CAR,2775.13
1530,64,Male,81876.56,BARMM,2103.38
1533,74,Male,87330.98,"Region XIII",4935.44
1534,42,Male,91406.11,"Region V",3099.90
1540,74,Male,12878.05,"Region IX",1417.59
1541,67,Male,18860.29,"Region VII",2973.29
1543,40,Male,52429.18,NCR,3309.00
1544,66,Male,25994.37,"Region VII",1593.71
1545,45,Male,53619.70,"Region XIII",1468.81
1547,62,Male,17924.33,"Region IX",974.99
1548,51,Male,86653.11,BARMM,1640.78
1555,71,Male,74091.31,"Region IV-A",3167.08
1558,24,Male,88501.07,"Region II",2929.31
1560,77,Male,71684.19,CAR,1860.17
1561,78,Male,12351.56,"Region VII",3389.52
1564,72,Male,77313.47,"Region XIII",1581.44
1567,20,Male,82824.65,"Region VI",4898.56
1569,30,Male,92003.25,"Region VIII",2665.65
1571,54,Male,61573.55,"Region VIII",2634.47
1573,39,Male,64799.33,"Region IX",2359.67
1575,23,Male,44084.75,"Region XIII",2526.21
1578,27,Male,59112.01,"Region I",546.02
1579,44,Male,23823.50,"Region XIII",827.27
1581,57,Male,27487.76,"Region XIII",4657.97
1582,35,Male,30681.49,CAR,3983.17
1583,43,Male,62517.47,"Region V",2024.91
1587,23,Male,91944.90,"Region XII",2785.96
1588,36,Male,72423.36,CAR,2737.57
1594,61,Male,82928.92,"Region VI",711.00
1596,55,Male,88216.54,"Region XIII",708.94
1598,34,Male,61761.28,NCR,2720.26
1599,78,Male,71409.21,"Region V",970.62
1600,50,Male,16649.28,BARMM,3156.34
1601,52,Male,16653.27,"Region XIII",2113.23
1603,57,Male,25822.23,"Region XI",2606.65
1605,71,Male,64883.89,"Region XIII",3922.21
1607,77,Male,80561.23,"Region VI",821.65
1608,66,Male,16256.22,CAR,1045.51
1611,25,Male,70780.89,"Region X",3637.80
1615,76,Male,68945.20,"Region IV-B",4133.09
1616,36,Male,13978.05,"Region VIII",904.87
1617,18,Male,57655.11,"Region IV-A",4896.56
1625,36,Male,98133.28,"Region IV-B",4385.46
1627,71,Male,11997.26,"Region I",3162.92
